City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
Neuquén,-38.95,-68.06,68.0,40,93,10.29,AR,1602645621
Kathmandu,27.72,85.32,73.4,78,40,1.45,NP,1602645530
Policoro,40.21,16.67,49.42,93,5,4.7,IT,1602645623
Port Hardy,50.7,-127.42,50.0,87,90,9.17,CA,1602645623
Buala,-8.14,159.59,82.92,70,100,2.89,SB,1602645623
Makurdi,7.74,8.51,73.94,95,100,4.45,NG,1602645623
Severo-Yeniseyskiy,60.37,93.04,27.43,97,100,9.24,RU,1602645624
Fagersta,60.0,15.79,32.0,93,13,4.7,SE,1602645624
Kuala Lipis,4.18,102.05,79.77,79,100,1.1,MY,1602645624
Adrar,20.5,-10.07,82.99,48,56,18.45,MR,1602645624
Kortkeros,61.81,51.58,48.2,100,75,4.47,RU,1602645624
Belmonte,-15.86,-38.88,75.2,88,40,3.36,BR,1602645625
Sawtell,-30.38,153.1,71.78,60,0,10.29,AU,1602645625
Santa Marta,11.24,-74.2,78.01,84,69,1.99,CO,1602645625
Rāmshīr,30.89,49.41,64.38,22,0,5.48,IR,1602645580
Ponta Delgada,37.73,-25.67,68.0,77,75,12.75,PT,1602645625
Auki,-8.77,160.7,86.18,61,99,4.21,SB,1602645626
Bereket,39.24,55.52,51.62,38,0,10.36,TM,1602645626
Necochea,-38.55,-58.74,57.0,89,2,13.0,AR,1602645626
Sørland,67.67,12.69,44.6,87,75,8.05,NO,1602645626
Santa Fe,-31.63,-60.7,66.0,51,100,1.01,AR,1602645448
Nelson Bay,-32.72,152.15,70.77,56,55,17.22,AU,1602645627
Saint-Augustin,51.23,-58.65,37.76,79,35,8.7,CA,1602645627
Nipawin,53.37,-104.0,32.0,79,1,5.82,CA,1602645347
San Patricio,28.02,-97.52,77.36,88,20,5.82,US,1602645627
Inverell,-29.78,151.12,75.54,32,0,8.01,AU,1602645627
Mestia,43.05,42.73,49.87,40,91,2.86,GE,1602645486
Benjamin Constant,-4.38,-70.03,75.2,100,75,2.42,BR,1602645461
Pundaguitan,6.37,126.17,83.68,71,71,9.8,PH,1602645628
Troitskiy,57.06,63.75,46.63,79,100,9.53,RU,1602645628
Biak,-0.91,122.88,83.68,66,90,3.13,ID,1602645514
Camaná,-16.62,-72.71,62.28,78,96,5.01,PE,1602645629
Cabedelo,-6.98,-34.83,75.2,83,40,5.82,BR,1602645629
Coyhaique,-45.58,-72.07,44.6,48,1,3.36,CL,1602645629
Høyanger,61.22,6.07,36.9,86,0,4.7,NO,1602645629
Claveria,18.61,121.08,85.21,68,91,15.1,PH,1602645630
Glyadyanskoye,54.91,65.09,43.99,62,11,7.56,RU,1602645630
Conakry,9.54,-13.68,76.71,89,26,9.46,GN,1602645630
Isiro,2.77,27.62,64.63,98,5,0.83,CD,1602645630
Eilat,29.56,34.95,77.0,69,0,9.17,IL,1602645528
Chara,56.91,118.26,22.64,80,70,8.14,RU,1602645631
São Gabriel da Cachoeira,-0.13,-67.09,75.36,85,40,1.43,BR,1602645631
Kota Kinabalu,5.97,116.07,87.42,79,20,3.36,MY,1602645582
Maracaçumé,-2.04,-45.96,72.43,93,0,2.66,BR,1602645631
Juan de Ayolas,-27.4,-56.9,64.06,64,0,7.09,PY,1602645632
Charter Township of Clinton,42.59,-82.92,58.6,47,75,9.17,US,1602645477
Tucumã,-0.18,-50.05,78.26,83,13,8.25,BR,1602645632
Dunedin,-45.87,170.5,46.09,68,83,5.99,NZ,1602645632
Suntar,62.14,117.63,26.4,90,100,6.58,RU,1602645632
Miastko,54.0,16.98,48.99,83,100,20.0,PL,1602645633
Calabozo,8.92,-67.43,73.76,95,77,2.46,VE,1602645633
Los Llanos de Aridane,28.66,-17.92,73.4,38,44,5.82,ES,1602645633
Nyimba,-14.56,30.81,69.73,77,34,2.77,ZM,1602645634
São Raimundo das Mangabeiras,-7.02,-45.48,80.04,52,48,0.2,BR,1602645634
Sohag,26.56,31.69,73.4,40,0,10.29,EG,1602645532
Klyuchi,52.27,79.17,46.67,66,91,9.51,RU,1602645634
Cavalcante,-13.8,-47.46,71.98,72,0,2.98,BR,1602645635
Forsytheganj,52.63,29.73,56.64,81,80,12.03,BY,1602645635
Huallanca,-9.9,-76.94,45.19,74,16,2.51,PE,1602645635
South Kazakhstan Region,43.0,68.0,56.16,36,0,11.97,KZ,1602645635
Lagoa,39.05,-27.98,68.65,78,100,14.05,PT,1602645636
Sinnamary,5.38,-52.95,80.1,82,0,11.01,GF,1602645636
Nhulunbuy,-12.23,136.77,87.8,58,75,12.75,AU,1602645636
Shakawe,-18.37,21.85,65.52,40,0,5.68,BW,1602645636
Bhādra,29.12,75.17,83.19,30,0,4.16,IN,1602645636
Sioux Lookout,50.1,-91.92,41.0,60,20,4.7,CA,1602645341
Jacqueville,5.21,-4.41,78.8,94,20,9.17,CI,1602645637
Vostok,46.49,135.88,31.32,87,20,14.63,RU,1602645637
Bay Roberts,47.6,-53.26,40.33,96,0,5.01,CA,1602645637
Skagen,57.72,10.58,43.66,85,6,15.01,DK,1602645637
Seymchan,62.88,152.43,42.06,61,100,10.94,RU,1602645638
Vardø,70.37,31.11,30.2,80,40,5.82,NO,1602645638
Florida,28.75,-82.5,72.07,100,1,4.88,US,1602645638
Basoko,1.24,23.62,70.25,93,2,2.21,CD,1602645639
Presidente Médici,-11.18,-61.9,72.72,94,100,2.55,BR,1602645639
Palauig,15.44,119.9,85.53,64,100,5.57,PH,1602645639
Presidencia Roque Sáenz Peña,-26.79,-60.44,71.37,41,0,8.86,AR,1602645639
Bose,45.46,8.01,47.97,64,99,4.0,IT,1602645640
Hohhot,40.81,111.65,46.4,36,52,4.47,CN,1602645640
Newry,54.18,-6.34,51.01,82,71,5.99,GB,1602645640
Victoria Falls,-17.92,25.84,68.79,73,8,4.52,ZW,1602645640
Poso,-1.4,120.75,88.54,55,56,5.08,ID,1602645640
Vao,-22.67,167.48,74.26,81,0,4.21,NC,1602645641
Province of Mantua,45.17,10.78,41.54,93,19,4.7,IT,1602645641
Camacha,33.08,-16.33,69.8,73,20,11.41,PT,1602645641
Amga,60.9,131.96,21.07,91,100,11.45,RU,1602645641
Uyuni,-20.46,-66.83,50.27,55,100,5.64,BO,1602645642
Khandyga,62.67,135.6,27.16,96,100,5.1,RU,1602645642
Mezen',65.85,44.24,31.91,95,0,4.18,RU,1602645642
Sabang,5.89,95.32,83.46,72,79,10.8,ID,1602645643
Le Port,-20.94,55.29,68.29,73,75,6.93,RE,1602645643
Mareeba,-17.0,145.43,78.96,61,75,17.22,AU,1602645643
Tutóia,-2.76,-42.27,79.18,77,47,13.94,BR,1602645643
Gizo Government Station,-8.1,156.84,82.71,62,100,3.69,SB,1602645644
Xudat,41.63,48.68,58.21,79,0,2.93,AZ,1602645644
Halifax,44.65,-63.57,54.45,95,100,8.99,CA,1602645644
Wawa,9.9,4.42,74.75,88,99,5.44,NG,1602645644
Orapa,-21.28,25.37,68.72,42,0,8.01,BW,1602645645
Maningrida,-12.07,134.27,91.09,47,10,11.07,AU,1602645645
Lata,40.16,-8.33,51.42,91,3,4.21,PT,1602645645
Bilma,18.69,12.92,85.51,15,0,8.72,NE,1602645645
General Roca,-39.03,-67.58,68.0,40,72,10.29,AR,1602645379
Lao Cai,22.48,103.95,80.01,63,82,1.63,VN,1602645646
Znamenskoye,57.13,73.83,43.72,82,66,8.41,RU,1602645646
Keelung,25.13,121.74,78.26,88,75,13.87,TW,1602645647
Kudahuvadhoo,2.67,72.89,82.27,77,100,14.43,MV,1602645647
Mikkeli,61.69,27.27,43.0,99,71,1.99,FI,1602645647
Kirakira,-10.45,161.92,85.68,62,24,4.29,SB,1602645647
Chinsali,-10.54,32.08,63.99,84,69,6.8,ZM,1602645648
Hirado,33.36,129.55,74.61,57,20,14.99,JP,1602645648
Lujiang,31.26,117.28,68.0,60,16,13.42,CN,1602645648
Sheregesh,52.92,87.99,36.21,97,100,3.04,RU,1602645648
Edgewater,28.99,-80.9,72.41,100,1,4.63,US,1602645649
Fomboni,-12.28,43.74,79.65,82,6,15.1,KM,1602645649
Kiryat Gat,31.61,34.76,69.03,72,40,3.36,IL,1602645649
Basco,20.45,121.97,81.57,78,96,25.41,PH,1602645649
Lincoln,40.8,-96.67,55.9,54,1,8.59,US,1602645455
Emirdağ,39.02,31.15,58.71,70,0,2.89,TR,1602645650
Santa Isabel Rio Negro,-0.41,-65.02,75.36,81,19,0.92,BR,1602645650
Waitati,-45.75,170.57,45.97,73,77,15.01,NZ,1602645650
Vanimo,-2.67,141.3,87.1,61,96,6.85,PG,1602645651
Ixtapa,20.7,-105.2,82.4,78,5,2.68,MX,1602645651
Chhabra,24.67,76.83,82.72,56,100,6.69,IN,1602645651
Bintulu,3.17,113.03,82.2,83,20,3.36,MY,1602645652
Pisco,-13.7,-76.22,62.33,82,0,13.87,PE,1602645652
Abu Dhabi,24.47,54.37,82.65,45,0,2.24,AE,1602645516
‘Ewa Beach,21.32,-158.01,85.68,43,1,8.05,US,1602645511
Menongue,-14.66,17.69,63.12,69,91,3.31,AO,1602645653
Sonoita,31.85,-112.83,85.93,13,0,7.14,MX,1602645653
Miyako,39.64,141.95,64.63,47,68,0.76,JP,1602645653
Nishihara,26.18,127.76,82.31,61,20,12.75,JP,1602645653
Manturovo,58.34,44.76,49.14,94,92,7.96,RU,1602645654
Saint-François,46.42,3.91,46.99,99,97,1.79,FR,1602645654
Yeppoon,-23.13,150.73,80.6,39,40,14.99,AU,1602645402
Las Choapas,17.93,-94.08,77.65,87,100,5.88,MX,1602645655
Beisfjord,68.38,17.6,36.73,93,98,25.28,NO,1602645655
Ulcinj,41.93,19.22,53.6,93,75,5.82,ME,1602645655
Keetmanshoop,-26.58,18.13,61.5,24,0,9.44,NA,1602645656
Buraidah,26.33,43.98,60.8,41,0,5.37,SA,1602645656
Chlum u Třeboně,48.96,14.93,40.32,97,100,8.01,CZ,1602645656
Nemuro,43.32,145.57,57.2,58,40,13.87,JP,1602645656
Jiazi,22.88,116.07,78.55,75,99,28.99,CN,1602645657
Dévaványa,47.03,20.97,44.87,93,90,18.34,HU,1602645657
Mogzon,51.74,111.96,30.24,76,8,8.84,RU,1602645657
Kapiri Mposhi,-13.97,28.68,62.15,88,0,6.71,ZM,1602645658
Terney,45.05,136.61,46.15,52,1,17.85,RU,1602645658
Dekar,-21.53,21.93,61.92,33,0,8.97,BW,1602645658
Gua Musang,4.88,101.96,87.58,58,100,1.54,MY,1602645658
Gold Coast,-28.0,153.43,72.97,53,90,21.92,AU,1602645579
San Vicente,-26.62,-54.13,61.72,55,0,3.4,AR,1602645659
Ocós,14.51,-92.19,75.2,100,90,2.66,GT,1602645659
New Ulm,44.31,-94.46,46.58,46,1,5.82,US,1602645659
Aragarças,-15.9,-52.25,78.33,59,0,2.91,BR,1602645659
Ust-Nera,64.57,143.2,37.36,79,100,9.6,RU,1602645660
Poronaysk,49.22,143.12,50.38,59,28,21.68,RU,1602645660
Namatanai,-3.67,152.43,81.45,79,95,5.64,PG,1602645660
Snåase,64.25,12.38,41.95,75,100,6.11,NO,1602645660
Iranshahr,27.2,60.68,57.2,11,0,6.93,IR,1602645660
Garoowe,8.41,48.48,76.77,75,71,10.42,SO,1602645661
Haverhill,42.78,-71.08,50.5,100,90,5.82,US,1602645661
Alcúdia,39.85,3.12,62.2,77,40,2.24,ES,1602645661
Taksimo,56.34,114.88,26.49,77,98,4.21,RU,1602645662
Ilhéus,-14.79,-39.05,72.86,91,14,4.88,BR,1602645662
Tandaltī,13.02,31.87,81.63,59,0,5.21,SD,1602645662
Kloulklubed,7.04,134.26,82.4,83,90,3.36,PW,1602645662
Dakar,14.69,-17.44,77.0,94,20,6.8,SN,1602645662
Cherepanovo,54.22,83.38,38.03,92,76,9.24,RU,1602645663
Ambovombe,-25.17,46.08,66.69,88,100,11.34,MG,1602645663
Muravlenko,63.79,74.52,41.22,90,100,20.02,RU,1602645663
Marabu,4.41,114.01,84.2,74,20,5.82,MY,1602645663
Isla Mujeres,21.23,-86.73,82.2,78,20,5.82,MX,1602645664
Fortuna,40.6,-124.16,62.4,88,20,6.93,US,1602645664
Belyy Yar,53.6,91.39,42.8,87,40,2.24,RU,1602645664
Pacifica,37.61,-122.49,62.74,63,20,14.99,US,1602645615
Opuwo,-18.06,13.84,67.53,24,40,2.71,NA,1602645664
Arak,34.09,49.69,36.23,69,0,1.36,IR,1602645665
Solnechnyy,50.72,136.63,36.95,71,99,2.28,RU,1602645665
Ikom,5.97,8.71,72.61,98,100,1.72,NG,1602645665
Yueyang,29.33,113.09,63.48,92,100,12.35,CN,1602645666
Cortez,37.35,-108.59,46.04,28,1,9.17,US,1602645666
Zhigansk,66.77,123.37,14.72,93,94,14.25,RU,1602645666
Wembley,-31.93,115.8,69.33,68,75,5.82,AU,1602645666
Kościerzyna,54.12,17.98,48.27,76,75,28.86,PL,1602645666
Kondratovo,57.98,56.11,51.8,62,40,13.42,RU,1602645667
Eyl,7.98,49.82,81.12,72,100,11.1,SO,1602645667
Astoria,46.19,-123.83,56.01,76,90,10.29,US,1602645667
Norman Wells,65.28,-126.83,19.4,73,90,4.7,CA,1602645668
Avera,33.19,-82.53,66.15,88,1,3.36,US,1602645668
Tautira,-17.73,-149.15,82.2,69,20,13.87,PF,1602645668
Shitanjing,39.23,106.34,51.15,40,48,16.4,CN,1602645668
Acapulco de Juárez,16.86,-99.89,84.2,79,40,2.24,MX,1602645669
Hornepayne,49.21,-84.77,41.27,85,35,8.97,CA,1602645669
Los Alamos,35.89,-106.31,61.18,9,1,5.82,US,1602645669
Te Anau,-45.42,167.72,43.07,77,29,9.08,NZ,1602645669
Monrovia,6.3,-10.8,75.45,88,94,0.27,LR,1602645669
São Miguel do Araguaia,-13.28,-50.16,78.1,62,28,4.76,BR,1602645670
Hailar,49.2,119.7,33.08,71,1,14.05,CN,1602645670
Hualmay,-11.1,-77.61,61.84,85,39,7.29,PE,1602645670
Tysmenytsya,48.9,24.84,46.99,83,61,5.99,UA,1602645670
Winslow,35.02,-110.7,57.2,12,1,8.05,US,1602645670
Ayan,56.45,138.17,30.18,81,84,17.6,RU,1602645671
Quatre Cocos,-20.21,57.76,76.14,78,40,10.29,MU,1602645671
Mandalgovi,45.76,106.27,37.94,64,0,12.68,MN,1602645671
Blankenberge,51.31,3.13,45.99,80,52,5.01,BE,1602645671
Emba,48.83,58.14,45.0,51,0,2.1,KZ,1602645513
Lahat,-3.8,103.53,88.84,57,100,1.9,ID,1602645672
Sept-Îles,50.2,-66.38,41.58,93,90,10.29,CA,1602645672
Lang Son,21.83,106.73,69.1,93,100,14.12,VN,1602645672
Durban,-29.86,31.03,62.31,72,75,2.24,ZA,1602645646
Casa Grande,32.88,-111.76,82.9,13,1,8.05,US,1602645670
Dhubri,26.03,89.97,83.77,71,0,7.47,IN,1602645673
Sharan,54.82,54.0,44.58,57,100,8.32,RU,1602645673
Nioro,13.35,-15.75,74.23,88,88,4.32,GM,1602645673
Honningsvåg,70.98,25.97,37.4,93,75,14.99,NO,1602645674
Sapucaia,-29.83,-51.15,59.04,93,20,10.29,BR,1602645674
Porto Belo,-27.16,-48.55,66.02,72,75,4.7,BR,1602645674
Yarmouth,41.71,-70.23,58.3,93,90,12.75,US,1602645674
Ishigaki,24.34,124.16,84.2,74,40,19.46,JP,1602645675
Port-Gentil,-0.72,8.78,76.69,85,72,11.3,GA,1602645675
Chernyshevskiy,63.01,112.47,23.41,91,19,6.46,RU,1602645675
Cambrils,41.07,1.05,58.96,55,28,6.93,ES,1602645675
